# SN x0 x1 c t0 tpkoff SIM_x0 SIM_x1 SIM_c SIM_t0 SALT2_x0 SALT2_x1 SALT2_c SALT2_t0
740 6.6558458437e-06 0.7728954899 0.1045827414 53553.5312500000 0.0000000000 8.4364000000e-06 0.9584000000 0.1677000000 53553.53 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
741 1.3954633278e-05 0.9832180158 -0.0837838187 53552.2773440000 0.0000000000 1.8429000000e-05 1.0389000000 -0.1473000000 53552.28 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
742 6.6556137504e-06 0.3659224481 -0.0222531656 53551.1054690000 0.0000000000 8.7181000000e-06 0.0867000000 -0.0061000000 53551.11 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
743 2.5234325939e-05 0.1431873914 -0.0224328796 53567.8945310000 0.0000000000 3.0858000000e-05 0.1174000000 -0.0645000000 53567.89 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
744 2.9029257987e-05 -0.8570782287 -0.1194764585 53580.4023440000 0.0000000000 3.6858000000e-05 -0.7570000000 -0.1728000000 53580.40 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
745 1.6062655537e-05 -1.1712372956 -0.0034794675 53609.1484380000 0.0000000000 2.0082000000e-05 -1.0917000000 -0.0426000000 53609.15 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
746 8.1981356603e-06 0.3967418354 -0.0365766858 53627.8593750000 0.0000000000 1.0689000000e-05 0.1869000000 -0.0672000000 53627.86 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
747 6.7231334774e-06 0.4300336649 0.0047235997 53635.5781250000 0.0000000000 8.9407000000e-06 0.2639000000 0.0726000000 53635.58 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
748 1.9035685670e-05 -0.7874793928 0.0315665441 53658.2148440000 0.0000000000 2.5087000000e-05 -0.7267000000 -0.0323000000 53658.21 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
749 4.1127199691e-05 -2.1259894540 0.2446671895 53745.2382810000 0.0000000000 5.5755000000e-05 -2.0748000000 0.1991000000 53745.24 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
751 9.3494401146e-06 0.3824721601 0.0220626639 53773.6484380000 0.0000000000 1.1994000000e-05 0.3875000000 0.0353000000 53773.65 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
752 6.0051447142e-06 -0.5160603765 0.1189231177 53788.4531250000 0.0000000000 8.0847000000e-06 -0.5963000000 0.0753000000 53788.45 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
753 1.5926901175e-05 -0.6079857893 -0.0272071791 53876.0156250000 0.0000000000 2.0490000000e-05 -0.4797000000 -0.0159000000 53876.02 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
754 1.6093312888e-05 0.7880120750 -0.1941383594 53894.5156250000 0.0000000000 1.8993000000e-05 0.8289000000 -0.1387000000 53894.52 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
755 2.8601570783e-06 0.4782219275 0.2435737062 53881.8671880000 0.0000000000 3.6739000000e-06 0.0416000000 0.1601000000 53881.87 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
756 7.3365412659e-06 -1.3078499126 -0.0751490100 53894.3867190000 0.0000000000 9.7099000000e-06 -1.3709000000 -0.0908000000 53894.39 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
757 3.5037464958e-05 -0.0405141567 0.0602139522 53905.3476560000 0.0000000000 4.4952000000e-05 -0.0544000000 0.0613000000 53905.35 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
758 3.1482178018e-05 -0.5329611351 0.1605180476 53921.1718750000 0.0000000000 3.9981000000e-05 -0.5730000000 0.1343000000 53921.17 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
759 6.4977280370e-06 0.8022294133 -0.1878558972 53905.1523440000 0.0000000000 8.7972000000e-06 0.6990000000 -0.1283000000 53905.15 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
760 1.5491050186e-05 -0.2821284429 -0.0967265434 53940.3789060000 0.0000000000 1.9998000000e-05 -0.3661000000 -0.0672000000 53940.38 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
761 1.7890027560e-05 0.2795419444 -0.0543935135 53947.3945310000 0.0000000000 2.1763000000e-05 0.3681000000 -0.0129000000 53947.39 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
762 5.3009782721e-05 0.4981603823 -0.1854630746 53956.8984380000 0.0000000000 6.8561000000e-05 0.5380000000 -0.1583000000 53956.90 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
